         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_zerolinecolor.py:4(ZerolinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\dimension\_label.py:4(LabelValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\dimension\_values.py:4(ValuesValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_y.py:4(YValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_z.py:4(ZValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\domain\_y.py:4(YValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_hovertemplate.py:4(HovertemplateValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_scaleanchor.py:4(ScaleanchorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_constrain.py:4(ConstrainValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\_cmid.py:4(CmidValidator)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\range.py:896(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\range.py:907(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:776(_is_screen_short)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\groupby\grouper.py:615(codes)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\normalization.py:16(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\core\problem.py:318(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\scipy\stats\_qmc.py:2212(_select_optimizer)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\joblib\_parallel_backends.py:634(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\metrics\_scorer.py:405(get_scorer)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:215(<lambda>)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:524(<listcomp>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:1430(<lambda>)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:2242(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\settings.py:53(DirSetting)
        1    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\settings.py:155(_SolverDlg)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\colorscale\_sequential.py:4(SequentialValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\animation.py:4(EasingValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_domain.py:4(DomainValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\_layout.py:4(LayoutValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\_frames.py:4(FramesValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_anchor.py:4(AnchorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_yaxis.py:4(YaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_title.py:4(TitleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\title\_font.py:4(FontValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_autosize.py:4(AutosizeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_mapbox.py:4(MapboxValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_minreducedheight.py:4(MinreducedheightValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_height.py:4(HeightValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_updatemenudefaults.py:4(UpdatemenudefaultsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_annotationdefaults.py:4(AnnotationdefaultsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_bargap.py:4(BargapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_scattergap.py:4(ScattergapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_treemapcolorway.py:4(TreemapcolorwayValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_boxgap.py:4(BoxgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_geo.py:4(GeoValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_activeselection.py:4(ActiveselectionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_funnelareacolorway.py:4(FunnelareacolorwayValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_imagedefaults.py:4(ImagedefaultsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_boxmode.py:4(BoxmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendiciclecolors.py:4(ExtendiciclecolorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selectionrevision.py:4(SelectionrevisionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_shapes.py:4(ShapesValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hovermode.py:4(HovermodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\legend\_tracegroupgap.py:4(TracegroupgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendtreemapcolors.py:4(ExtendtreemapcolorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_uniformtext.py:4(UniformtextValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selectiondefaults.py:4(SelectiondefaultsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hoverlabel.py:4(HoverlabelValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_newselection.py:4(NewselectionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_datarevision.py:4(DatarevisionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_texttemplate.py:4(TexttemplateValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_barpolar.py:4(BarpolarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\pattern\_solidity.py:4(SolidityValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\_error_x.py:4(Error_XValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\error_x\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\_error_y.py:4(Error_YValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\error_y\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\line\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\pattern\_fillmode.py:4(FillmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_carpet.py:4(CarpetValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_endlinecolor.py:4(EndlinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_startlinecolor.py:4(StartlinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_linecolor.py:4(LinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_startlinecolor.py:4(StartlinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\choropleth\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\choropleth\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\margin\_t.py:4(TValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_margin.py:4(MarginValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\marker\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\_data.py:4(DataValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\_layout.py:4(LayoutValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_contourcarpet.py:4(ContourcarpetValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contourcarpet\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_contour.py:4(ContourValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_heatmapgl.py:4(HeatmapglValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_xaxis.py:4(XaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_yaxis.py:4(YaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_deprecations.py:8(Data)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_heatmap.py:4(HeatmapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
